DateTime,Gate,Ingress,Egress
2025-01-11 12:00:00,THE LIVING WORLD,76,25
2025-01-11 12:15:00,SOUTH GATE,7,4
2025-01-11 12:15:00,THE LIVING WORLD,44,36
2025-01-11 12:30:00,SOUTH GATE,4,11
2025-01-11 12:30:00,THE LIVING WORLD,67,28
2025-01-11 12:45:00,SOUTH GATE,10,9
2025-01-11 12:45:00,THE LIVING WORLD,50,39
2025-01-11 13:00:00,SOUTH GATE,15,5
2025-01-11 13:00:00,THE LIVING WORLD,48,28
2025-01-11 13:15:00,SOUTH GATE,24,6
2025-01-11 13:15:00,THE LIVING WORLD,37,30
2025-01-11 13:30:00,SOUTH GATE,26,18
2025-01-11 13:30:00,THE LIVING WORLD,75,43
2025-01-11 13:45:00,SOUTH GATE,29,5
2025-01-11 13:45:00,THE LIVING WORLD,50,33
2025-01-11 14:00:00,SOUTH GATE,11,13
2025-01-11 14:00:00,THE LIVING WORLD,41,30
2025-01-11 14:15:00,SOUTH GATE,15,24
2025-01-11 14:15:00,THE LIVING WORLD,45,42
2025-01-11 14:30:00,SOUTH GATE,21,13
2025-01-11 14:30:00,THE LIVING WORLD,73,65
2025-01-11 14:45:00,SOUTH GATE,7,11
2025-01-11 14:45:00,THE LIVING WORLD,59,65
2025-01-11 15:00:00,SOUTH GATE,12,31
2025-01-11 15:00:00,THE LIVING WORLD,51,63
2025-01-11 15:15:00,SOUTH GATE,13,19
2025-01-11 15:15:00,THE LIVING WORLD,25,70
2025-01-11 15:30:00,SOUTH GATE,16,22
2025-01-11 15:30:00,THE LIVING WORLD,26,52
2025-01-11 15:45:00,SOUTH GATE,6,30
2025-01-11 15:45:00,THE LIVING WORLD,11,76
2025-01-11 16:00:00,SOUTH GATE,0,24
2025-01-11 16:00:00,THE LIVING WORLD,15,156
2025-01-11 16:15:00,SOUTH GATE,0,15
2025-01-11 16:15:00,THE LIVING WORLD,11,81
2025-01-11 16:30:00,THE LIVING WORLD,0,23
2025-01-11 16:45:00,SOUTH GATE,1,2
2025-01-11 16:45:00,THE LIVING WORLD,0,3
2025-01-11 17:00:00,THE LIVING WORLD,0,5
2025-01-11 17:30:00,THE LIVING WORLD,1,0
2025-01-11 17:45:00,THE LIVING WORLD,0,1
2025-01-12 08:45:00,SOUTH GATE,4,1
2025-01-12 08:45:00,THE LIVING WORLD,13,3
2025-01-12 09:00:00,SOUTH GATE,3,0
2025-01-12 09:00:00,THE LIVING WORLD,49,5
2025-01-12 09:15:00,SOUTH GATE,5,0
2025-01-12 09:15:00,THE LIVING WORLD,27,2
2025-01-12 09:30:00,SOUTH GATE,0,2
2025-01-12 09:30:00,THE LIVING WORLD,17,3
2025-01-12 09:45:00,SOUTH GATE,4,0
2025-01-12 09:45:00,THE LIVING WORLD,25,6
2025-01-12 10:00:00,SOUTH GATE,3,0
2025-01-12 10:00:00,THE LIVING WORLD,65,3
2025-01-12 10:15:00,SOUTH GATE,8,1
2025-01-12 10:15:00,THE LIVING WORLD,50,25
2025-01-12 10:30:00,SOUTH GATE,20,1
2025-01-12 10:30:00,THE LIVING WORLD,42,17
2025-01-12 10:45:00,SOUTH GATE,13,1
2025-01-12 10:45:00,THE LIVING WORLD,31,32
2025-01-12 11:00:00,SOUTH GATE,4,4
2025-01-12 11:00:00,THE LIVING WORLD,61,22
2025-01-12 11:15:00,SOUTH GATE,5,10
2025-01-12 11:15:00,THE LIVING WORLD,30,40
2025-01-12 11:30:00,SOUTH GATE,9,3
2025-01-12 11:30:00,THE LIVING WORLD,50,36
2025-01-12 11:45:00,SOUTH GATE,12,5
2025-01-12 11:45:00,THE LIVING WORLD,53,34
2025-01-12 12:00:00,SOUTH GATE,13,8
2025-01-12 12:00:00,THE LIVING WORLD,53,40
2025-01-12 12:15:00,SOUTH GATE,19,5
2025-01-12 12:15:00,THE LIVING WORLD,36,33
2025-01-12 12:30:00,SOUTH GATE,9,12
2025-01-12 12:30:00,THE LIVING WORLD,31,43
2025-01-12 12:45:00,SOUTH GATE,11,11
2025-01-12 12:45:00,THE LIVING WORLD,55,42
2025-01-12 13:00:00,SOUTH GATE,22,6
2025-01-12 13:00:00,THE LIVING WORLD,58,27
2025-01-12 13:15:00,SOUTH GATE,25,13
2025-01-12 13:15:00,THE LIVING WORLD,75,23
2025-01-12 13:30:00,SOUTH GATE,19,16
2025-01-12 13:30:00,THE LIVING WORLD,60,62
2025-01-12 13:45:00,SOUTH GATE,17,14
2025-01-12 13:45:00,THE LIVING WORLD,88,23
2025-01-12 14:00:00,SOUTH GATE,24,20
2025-01-12 14:00:00,THE LIVING WORLD,49,57
2025-01-12 14:15:00,SOUTH GATE,20,11
2025-01-12 14:15:00,THE LIVING WORLD,39,41
2025-01-12 14:30:00,SOUTH GATE,26,17
2025-01-12 14:30:00,THE LIVING WORLD,32,53
2025-01-12 14:45:00,SOUTH GATE,8,19
2025-01-12 14:45:00,THE LIVING WORLD,35,55
2025-01-12 15:00:00,SOUTH GATE,30,26
2025-01-12 15:00:00,THE LIVING WORLD,40,57
2025-01-12 15:15:00,SOUTH GATE,24,7
2025-01-12 15:15:00,THE LIVING WORLD,19,74
2025-01-12 15:30:00,SOUTH GATE,19,12
2025-01-12 15:30:00,THE LIVING WORLD,26,70
2025-01-12 15:45:00,SOUTH GATE,3,62
2025-01-12 15:45:00,THE LIVING WORLD,10,73
2025-01-12 16:00:00,SOUTH GATE,3,57
2025-01-12 16:00:00,THE LIVING WORLD,6,135
2025-01-12 16:15:00,SOUTH GATE,1,11
2025-01-12 16:15:00,THE LIVING WORLD,2,51
2025-01-12 16:30:00,SOUTH GATE,0,1
2025-01-12 16:30:00,THE LIVING WORLD,5,31
2025-01-12 16:45:00,SOUTH GATE,0,4
2025-01-12 16:45:00,THE LIVING WORLD,0,2
2025-01-12 17:00:00,THE LIVING WORLD,0,4
2025-01-12 17:15:00,THE LIVING WORLD,0,3
2025-01-12 17:30:00,THE LIVING WORLD,1,1
2025-01-12 18:45:00,THE LIVING WORLD,1,1
2025-01-12 19:00:00,THE LIVING WORLD,0,1
2025-01-13 08:45:00,THE LIVING WORLD,24,4
2025-01-13 09:00:00,THE LIVING WORLD,20,8
2025-01-13 09:15:00,THE LIVING WORLD,21,4
2025-01-13 09:30:00,THE LIVING WORLD,9,1
2025-01-13 09:45:00,THE LIVING WORLD,24,6
2025-01-13 10:00:00,THE LIVING WORLD,27,8
2025-01-13 10:15:00,THE LIVING WORLD,16,8
2025-01-13 10:30:00,THE LIVING WORLD,15,1
2025-01-13 10:45:00,THE LIVING WORLD,13,5
2025-01-13 11:00:00,THE LIVING WORLD,10,21
2025-01-13 11:15:00,THE LIVING WORLD,20,8
2025-01-13 11:30:00,THE LIVING WORLD,18,13
2025-01-13 11:45:00,THE LIVING WORLD,16,12
2025-01-13 12:00:00,THE LIVING WORLD,21,16
2025-01-13 12:15:00,SOUTH GATE,1,0
2025-01-13 12:15:00,THE LIVING WORLD,33,10
2025-01-13 12:30:00,THE LIVING WORLD,26,29
2025-01-13 12:45:00,THE LIVING WORLD,13,17
2025-01-13 13:00:00,SOUTH GATE,4,2
2025-01-13 13:00:00,THE LIVING WORLD,4,18
2025-01-13 13:15:00,SOUTH GATE,2,2
2025-01-13 13:15:00,THE LIVING WORLD,12,7
2025-01-13 13:30:00,SOUTH GATE,5,4
2025-01-13 13:30:00,THE LIVING WORLD,16,17
2025-01-13 13:45:00,SOUTH GATE,2,2
2025-01-13 13:45:00,THE LIVING WORLD,18,7
2025-01-13 14:00:00,SOUTH GATE,1,1
2025-01-13 14:00:00,THE LIVING WORLD,19,12
2025-01-13 14:15:00,SOUTH GATE,1,1
2025-01-13 14:15:00,THE LIVING WORLD,26,14
2025-01-13 14:30:00,SOUTH GATE,0,1
2025-01-13 14:30:00,THE LIVING WORLD,13,17
2025-01-13 14:45:00,THE LIVING WORLD,8,16
2025-01-13 15:00:00,THE LIVING WORLD,15,21
2025-01-13 15:15:00,SOUTH GATE,1,1
2025-01-13 15:15:00,THE LIVING WORLD,9,11
2025-01-13 15:30:00,THE LIVING WORLD,2,11
2025-01-13 15:45:00,SOUTH GATE,0,1
2025-01-13 15:45:00,THE LIVING WORLD,2,26
2025-01-13 16:00:00,SOUTH GATE,1,3
2025-01-13 16:00:00,THE LIVING WORLD,1,66
2025-01-13 16:15:00,SOUTH GATE,1,2
2025-01-13 16:15:00,THE LIVING WORLD,0,17
2025-01-13 16:30:00,THE LIVING WORLD,0,10
2025-01-13 16:45:00,THE LIVING WORLD,0,5
2025-01-13 17:00:00,THE LIVING WORLD,0,11
2025-01-13 17:15:00,THE LIVING WORLD,0,3
2025-01-13 17:30:00,THE LIVING WORLD,0,1
2025-01-13 19:15:00,THE LIVING WORLD,0,1
2025-01-14 08:45:00,THE LIVING WORLD,36,8
2025-01-14 09:00:00,THE LIVING WORLD,22,6
2025-01-14 09:15:00,SOUTH GATE,1,1
2025-01-14 09:15:00,THE LIVING WORLD,25,11
2025-01-14 09:30:00,THE LIVING WORLD,14,11
2025-01-14 09:45:00,THE LIVING WORLD,6,3
2025-01-14 10:00:00,SOUTH GATE,2,2
2025-01-14 10:00:00,THE LIVING WORLD,55,7
2025-01-14 10:15:00,SOUTH GATE,2,2
2025-01-14 10:15:00,THE LIVING WORLD,7,6
2025-01-14 10:30:00,THE LIVING WORLD,8,3
2025-01-14 10:45:00,SOUTH GATE,1,1
2025-01-14 10:45:00,THE LIVING WORLD,10,6
2025-01-14 11:00:00,THE LIVING WORLD,24,3
2025-01-14 11:15:00,SOUTH GATE,1,1
2025-01-14 11:15:00,THE LIVING WORLD,12,5
2025-01-14 11:30:00,THE LIVING WORLD,12,4
2025-01-14 11:45:00,SOUTH GATE,1,0
2025-01-14 11:45:00,THE LIVING WORLD,15,14
2025-01-14 12:00:00,THE LIVING WORLD,37,12
2025-01-14 12:15:00,THE LIVING WORLD,16,14
2025-01-14 12:30:00,SOUTH GATE,1,1
2025-01-14 12:30:00,THE LIVING WORLD,16,57
2025-01-14 12:45:00,SOUTH GATE,1,1
2025-01-14 12:45:00,THE LIVING WORLD,16,12
2025-01-14 13:00:00,SOUTH GATE,14,7
2025-01-14 13:00:00,THE LIVING WORLD,14,13
2025-01-14 13:15:00,SOUTH GATE,10,6
2025-01-14 13:15:00,THE LIVING WORLD,20,33
2025-01-14 13:30:00,SOUTH GATE,3,4
2025-01-14 13:30:00,THE LIVING WORLD,11,12
2025-01-14 13:45:00,SOUTH GATE,5,4
2025-01-14 13:45:00,THE LIVING WORLD,13,37
2025-01-14 14:00:00,SOUTH GATE,1,2
2025-01-14 14:00:00,THE LIVING WORLD,19,9
2025-01-14 14:15:00,SOUTH GATE,4,4
2025-01-14 14:15:00,THE LIVING WORLD,12,9
2025-01-14 14:30:00,SOUTH GATE,1,1
2025-01-14 14:30:00,THE LIVING WORLD,13,16
2025-01-14 14:45:00,THE LIVING WORLD,13,15
2025-01-14 15:00:00,THE LIVING WORLD,30,26
2025-01-14 15:15:00,SOUTH GATE,0,1
2025-01-14 15:15:00,THE LIVING WORLD,8,23
2025-01-14 15:30:00,THE LIVING WORLD,12,20
2025-01-14 15:45:00,SOUTH GATE,0,1
2025-01-14 15:45:00,THE LIVING WORLD,13,35
2025-01-14 16:00:00,THE LIVING WORLD,6,71
2025-01-14 16:15:00,THE LIVING WORLD,3,17
2025-01-14 16:30:00,THE LIVING WORLD,0,9
2025-01-14 16:45:00,THE LIVING WORLD,2,4
2025-01-14 17:00:00,THE LIVING WORLD,1,16
2025-01-14 17:15:00,THE LIVING WORLD,2,9
2025-01-14 17:30:00,THE LIVING WORLD,11,4
2025-01-14 17:45:00,THE LIVING WORLD,0,4
2025-01-14 18:00:00,THE LIVING WORLD,9,7
2025-01-14 18:30:00,THE LIVING WORLD,0,1
2025-01-14 18:45:00,THE LIVING WORLD,3,2
2025-01-14 19:00:00,THE LIVING WORLD,1,0
2025-01-14 19:30:00,THE LIVING WORLD,0,4
2025-01-14 19:45:00,THE LIVING WORLD,5,1
2025-01-15 08:45:00,THE LIVING WORLD,20,2
2025-01-15 09:00:00,THE LIVING WORLD,17,3
2025-01-15 09:15:00,THE LIVING WORLD,22,4
2025-01-15 09:30:00,THE LIVING WORLD,32,15
2025-01-15 09:45:00,THE LIVING WORLD,20,5
2025-01-15 10:00:00,THE LIVING WORLD,36,8
2025-01-15 10:15:00,THE LIVING WORLD,13,5
2025-01-15 10:30:00,THE LIVING WORLD,23,11
2025-01-15 10:45:00,THE LIVING WORLD,19,17
2025-01-15 11:00:00,THE LIVING WORLD,4,2
2025-01-15 11:15:00,THE LIVING WORLD,27,17
2025-01-15 11:30:00,SOUTH GATE,3,5
2025-01-15 11:30:00,THE LIVING WORLD,12,7
2025-01-15 11:45:00,THE LIVING WORLD,12,7
2025-01-15 12:00:00,THE LIVING WORLD,22,7
2025-01-15 12:15:00,SOUTH GATE,0,1
2025-01-15 12:15:00,THE LIVING WORLD,15,9
2025-01-15 12:30:00,THE LIVING WORLD,14,30
2025-01-15 12:45:00,THE LIVING WORLD,19,9
2025-01-15 13:00:00,THE LIVING WORLD,6,11
2025-01-15 13:15:00,THE LIVING WORLD,8,21
2025-01-15 13:30:00,THE LIVING WORLD,14,19
2025-01-15 13:45:00,THE LIVING WORLD,29,14
2025-01-15 14:00:00,THE LIVING WORLD,11,9
2025-01-15 14:15:00,SOUTH GATE,0,1
2025-01-15 14:15:00,THE LIVING WORLD,9,20
2025-01-15 14:30:00,SOUTH GATE,3,2
2025-01-15 14:30:00,THE LIVING WORLD,4,7
2025-01-15 14:45:00,THE LIVING WORLD,13,15
2025-01-15 15:00:00,THE LIVING WORLD,17,19
2025-01-15 15:15:00,THE LIVING WORLD,7,27
2025-01-15 15:30:00,THE LIVING WORLD,0,31
2025-01-15 15:45:00,THE LIVING WORLD,4,18
2025-01-15 16:00:00,SOUTH GATE,0,1
2025-01-15 16:00:00,THE LIVING WORLD,6,64
2025-01-15 16:15:00,THE LIVING WORLD,2,13
2025-01-15 16:30:00,THE LIVING WORLD,0,13
2025-01-15 16:45:00,THE LIVING WORLD,0,4
2025-01-15 17:00:00,THE LIVING WORLD,1,17
2025-01-15 17:15:00,THE LIVING WORLD,0,3
2025-01-15 17:30:00,THE LIVING WORLD,0,1
2025-01-15 18:00:00,THE LIVING WORLD,0,1
2025-01-15 18:15:00,THE LIVING WORLD,0,2
2025-01-16 08:45:00,THE LIVING WORLD,19,2
2025-01-16 09:00:00,THE LIVING WORLD,24,9
2025-01-16 09:15:00,THE LIVING WORLD,20,2
2025-01-16 09:30:00,THE LIVING WORLD,14,3
2025-01-16 09:45:00,SOUTH GATE,1,1
2025-01-16 09:45:00,THE LIVING WORLD,40,15
2025-01-16 10:00:00,SOUTH GATE,2,2
2025-01-16 10:00:00,THE LIVING WORLD,49,7
2025-01-16 10:15:00,THE LIVING WORLD,12,0
2025-01-16 10:30:00,THE LIVING WORLD,29,4
2025-01-16 10:45:00,THE LIVING WORLD,15,5
2025-01-16 11:00:00,THE LIVING WORLD,24,15
2025-01-16 11:15:00,THE LIVING WORLD,21,5
2025-01-16 11:30:00,THE LIVING WORLD,15,14
2025-01-16 11:45:00,THE LIVING WORLD,24,13
2025-01-16 12:00:00,THE LIVING WORLD,21,16
2025-01-16 12:15:00,THE LIVING WORLD,36,36
2025-01-16 12:30:00,THE LIVING WORLD,31,26
2025-01-16 12:45:00,SOUTH GATE,3,1
2025-01-16 12:45:00,THE LIVING WORLD,28,23
2025-01-16 13:00:00,SOUTH GATE,12,9
2025-01-16 13:00:00,THE LIVING WORLD,44,19
2025-01-16 13:15:00,SOUTH GATE,1,1
2025-01-16 13:15:00,THE LIVING WORLD,30,25
2025-01-16 13:30:00,SOUTH GATE,7,3
2025-01-16 13:30:00,THE LIVING WORLD,35,33
2025-01-16 13:45:00,SOUTH GATE,5,2
2025-01-16 13:45:00,THE LIVING WORLD,72,37
2025-01-16 14:00:00,SOUTH GATE,1,1
2025-01-16 14:00:00,THE LIVING WORLD,27,23
2025-01-16 14:15:00,SOUTH GATE,1,1
2025-01-16 14:15:00,THE LIVING WORLD,21,33
2025-01-16 14:30:00,THE LIVING WORLD,15,36
2025-01-16 14:45:00,THE LIVING WORLD,17,40
2025-01-16 15:00:00,THE LIVING WORLD,39,32
2025-01-16 15:15:00,THE LIVING WORLD,18,43
2025-01-16 15:30:00,SOUTH GATE,2,2
2025-01-16 15:30:00,THE LIVING WORLD,16,46
2025-01-16 15:45:00,THE LIVING WORLD,6,48
2025-01-16 16:00:00,THE LIVING WORLD,4,99
2025-01-16 16:15:00,THE LIVING WORLD,0,28
2025-01-16 16:30:00,THE LIVING WORLD,0,17
2025-01-16 16:45:00,THE LIVING WORLD,0,7
2025-01-16 17:00:00,THE LIVING WORLD,0,8
2025-01-16 17:15:00,SOUTH GATE,1,1
2025-01-16 17:15:00,THE LIVING WORLD,0,3
2025-01-16 18:30:00,THE LIVING WORLD,0,2
2025-01-16 18:45:00,THE LIVING WORLD,0,1
2025-01-16 19:45:00,THE LIVING WORLD,1,1
2025-01-17 08:45:00,THE LIVING WORLD,12,3
2025-01-17 09:00:00,SOUTH GATE,2,1
2025-01-17 09:00:00,THE LIVING WORLD,12,6
2025-01-17 09:15:00,SOUTH GATE,3,2
2025-01-17 09:15:00,THE LIVING WORLD,32,4
2025-01-17 09:30:00,SOUTH GATE,6,2
2025-01-17 09:30:00,THE LIVING WORLD,8,2
2025-01-17 09:45:00,SOUTH GATE,0,1
2025-01-17 09:45:00,THE LIVING WORLD,16,5
2025-01-17 10:00:00,SOUTH GATE,68,2
2025-01-17 10:00:00,THE LIVING WORLD,191,9
2025-01-17 10:15:00,SOUTH GATE,44,3
2025-01-17 10:15:00,THE LIVING WORLD,87,9
2025-01-17 10:30:00,SOUTH GATE,39,1
2025-01-17 10:30:00,THE LIVING WORLD,90,12
2025-01-17 10:45:00,SOUTH GATE,31,4
2025-01-17 10:45:00,THE LIVING WORLD,48,29
2025-01-17 11:00:00,SOUTH GATE,28,7
2025-01-17 11:00:00,THE LIVING WORLD,62,20
2025-01-17 11:15:00,SOUTH GATE,48,13
2025-01-17 11:15:00,THE LIVING WORLD,56,17
2025-01-17 11:30:00,SOUTH GATE,28,17
2025-01-17 11:30:00,THE LIVING WORLD,41,34
2025-01-17 11:45:00,SOUTH GATE,18,18
2025-01-17 11:45:00,THE LIVING WORLD,47,76
2025-01-17 12:00:00,SOUTH GATE,25,23
2025-01-17 12:00:00,THE LIVING WORLD,83,53
2025-01-17 12:15:00,SOUTH GATE,24,26
2025-01-17 12:15:00,THE LIVING WORLD,44,57
2025-01-17 12:30:00,SOUTH GATE,14,31
2025-01-17 12:30:00,THE LIVING WORLD,87,79
2025-01-17 12:45:00,SOUTH GATE,26,35
2025-01-17 12:45:00,THE LIVING WORLD,82,81
2025-01-17 13:00:00,SOUTH GATE,55,44
2025-01-17 13:00:00,THE LIVING WORLD,49,33
2025-01-17 13:15:00,SOUTH GATE,48,18
2025-01-17 13:15:00,THE LIVING WORLD,48,45
2025-01-17 13:30:00,SOUTH GATE,35,41
2025-01-17 13:30:00,THE LIVING WORLD,90,49
2025-01-17 13:45:00,SOUTH GATE,42,39
2025-01-17 13:45:00,THE LIVING WORLD,74,71
2025-01-17 14:00:00,SOUTH GATE,38,32
2025-01-17 14:00:00,THE LIVING WORLD,35,86
2025-01-17 14:15:00,SOUTH GATE,25,44
2025-01-17 14:15:00,THE LIVING WORLD,60,83
2025-01-17 14:30:00,SOUTH GATE,26,19
2025-01-17 14:30:00,THE LIVING WORLD,27,69
2025-01-17 14:45:00,SOUTH GATE,23,41
2025-01-17 14:45:00,THE LIVING WORLD,22,96
2025-01-17 15:00:00,SOUTH GATE,25,53
2025-01-17 15:00:00,THE LIVING WORLD,31,73
2025-01-17 15:15:00,SOUTH GATE,12,41
2025-01-17 15:15:00,THE LIVING WORLD,21,63
2025-01-17 15:30:00,SOUTH GATE,4,61
2025-01-17 15:30:00,THE LIVING WORLD,18,92
2025-01-17 15:45:00,SOUTH GATE,3,46
2025-01-17 15:45:00,THE LIVING WORLD,5,97
2025-01-17 16:00:00,SOUTH GATE,15,89
2025-01-17 16:00:00,THE LIVING WORLD,1,103
2025-01-17 16:15:00,SOUTH GATE,1,9
2025-01-17 16:15:00,THE LIVING WORLD,1,35
2025-01-17 16:30:00,SOUTH GATE,0,2
2025-01-17 16:30:00,THE LIVING WORLD,1,6
2025-01-17 16:45:00,SOUTH GATE,2,5
2025-01-17 16:45:00,THE LIVING WORLD,0,2
2025-01-17 17:00:00,THE LIVING WORLD,0,1
2025-01-17 17:15:00,THE LIVING WORLD,1,5
2025-01-17 18:30:00,THE LIVING WORLD,0,1
2025-01-18 08:45:00,THE LIVING WORLD,37,5
2025-01-18 09:00:00,SOUTH GATE,14,1
2025-01-18 09:00:00,THE LIVING WORLD,28,4
2025-01-18 09:15:00,SOUTH GATE,12,3
2025-01-18 09:15:00,THE LIVING WORLD,12,3
2025-01-18 09:30:00,SOUTH GATE,9,4
2025-01-18 09:30:00,THE LIVING WORLD,20,2
2025-01-18 09:45:00,SOUTH GATE,18,1
2025-01-18 09:45:00,THE LIVING WORLD,33,3
2025-01-18 10:00:00,SOUTH GATE,33,0
2025-01-18 10:00:00,THE LIVING WORLD,50,8
2025-01-18 10:15:00,SOUTH GATE,27,4
2025-01-18 10:15:00,THE LIVING WORLD,42,4
2025-01-18 10:30:00,SOUTH GATE,29,5
2025-01-18 10:30:00,THE LIVING WORLD,60,10
2025-01-18 10:45:00,SOUTH GATE,21,6
2025-01-18 10:45:00,THE LIVING WORLD,53,23
2025-01-18 11:00:00,SOUTH GATE,19,6
2025-01-18 11:00:00,THE LIVING WORLD,19,23
2025-01-18 11:15:00,SOUTH GATE,9,8
2025-01-18 11:15:00,THE LIVING WORLD,43,21
2025-01-18 11:30:00,SOUTH GATE,23,18
2025-01-18 11:30:00,THE LIVING WORLD,24,22
2025-01-18 11:45:00,SOUTH GATE,36,10
2025-01-18 11:45:00,THE LIVING WORLD,38,29
2025-01-18 12:00:00,SOUTH GATE,29,28
2025-01-18 12:00:00,THE LIVING WORLD,35,36
2025-01-18 12:15:00,SOUTH GATE,13,14
2025-01-18 12:15:00,THE LIVING WORLD,43,34
2025-01-18 12:30:00,SOUTH GATE,24,31
2025-01-18 12:30:00,THE LIVING WORLD,26,39
2025-01-18 12:45:00,SOUTH GATE,29,28
2025-01-18 12:45:00,THE LIVING WORLD,38,35
2025-01-18 13:00:00,SOUTH GATE,25,21
2025-01-18 13:00:00,THE LIVING WORLD,38,53
2025-01-18 13:15:00,SOUTH GATE,16,34
2025-01-18 13:15:00,THE LIVING WORLD,51,37
2025-01-18 13:30:00,SOUTH GATE,31,20
2025-01-18 13:30:00,THE LIVING WORLD,46,41
2025-01-18 13:45:00,SOUTH GATE,16,14
2025-01-18 13:45:00,THE LIVING WORLD,28,42
2025-01-18 14:00:00,SOUTH GATE,52,21
2025-01-18 14:00:00,THE LIVING WORLD,38,44
2025-01-18 14:15:00,SOUTH GATE,7,17
2025-01-18 14:15:00,THE LIVING WORLD,31,35
2025-01-18 14:30:00,SOUTH GATE,12,13
2025-01-18 14:30:00,THE LIVING WORLD,15,34
2025-01-18 14:45:00,SOUTH GATE,19,24
2025-01-18 14:45:00,THE LIVING WORLD,54,77
2025-01-18 15:00:00,SOUTH GATE,15,40
2025-01-18 15:00:00,THE LIVING WORLD,12,50
2025-01-18 15:15:00,SOUTH GATE,7,33
2025-01-18 15:15:00,THE LIVING WORLD,21,37
2025-01-18 15:30:00,SOUTH GATE,7,39
2025-01-18 15:30:00,THE LIVING WORLD,27,59
2025-01-18 15:45:00,SOUTH GATE,0,36
2025-01-18 15:45:00,THE LIVING WORLD,12,73
2025-01-18 16:00:00,SOUTH GATE,0,65
2025-01-18 16:00:00,THE LIVING WORLD,8,111
2025-01-18 16:15:00,SOUTH GATE,0,16
2025-01-18 16:15:00,THE LIVING WORLD,0,11
2025-01-18 16:30:00,SOUTH GATE,1,2
2025-01-18 16:30:00,THE LIVING WORLD,1,7
2025-01-19 08:45:00,SOUTH GATE,2,0
2025-01-19 08:45:00,THE LIVING WORLD,19,7
2025-01-19 09:00:00,SOUTH GATE,16,1
2025-01-19 09:00:00,THE LIVING WORLD,17,1
2025-01-19 09:15:00,SOUTH GATE,4,1
2025-01-19 09:15:00,THE LIVING WORLD,11,0
2025-01-19 09:30:00,SOUTH GATE,2,1
2025-01-19 09:30:00,THE LIVING WORLD,12,0
2025-01-19 09:45:00,SOUTH GATE,6,2
2025-01-19 09:45:00,THE LIVING WORLD,10,7
2025-01-19 10:00:00,SOUTH GATE,2,2
2025-01-19 10:00:00,THE LIVING WORLD,12,6
2025-01-19 10:15:00,SOUTH GATE,7,4
2025-01-19 10:15:00,THE LIVING WORLD,16,1
2025-01-19 10:30:00,SOUTH GATE,14,0
2025-01-19 10:30:00,THE LIVING WORLD,13,6
2025-01-19 10:45:00,SOUTH GATE,4,1
2025-01-19 10:45:00,THE LIVING WORLD,11,5
2025-01-19 11:00:00,SOUTH GATE,13,6
2025-01-19 11:00:00,THE LIVING WORLD,9,16
2025-01-19 11:15:00,SOUTH GATE,8,3
2025-01-19 11:15:00,THE LIVING WORLD,15,6
2025-01-19 11:30:00,SOUTH GATE,9,0
2025-01-19 11:30:00,THE LIVING WORLD,19,6
2025-01-19 11:45:00,SOUTH GATE,2,9
2025-01-19 11:45:00,THE LIVING WORLD,17,10
2025-01-19 12:00:00,SOUTH GATE,15,7
2025-01-19 12:00:00,THE LIVING WORLD,31,10
2025-01-19 12:15:00,SOUTH GATE,3,5
2025-01-19 12:15:00,THE LIVING WORLD,29,16
2025-01-19 12:30:00,SOUTH GATE,19,7
2025-01-19 12:30:00,THE LIVING WORLD,10,13
2025-01-19 12:45:00,SOUTH GATE,5,10
2025-01-19 12:45:00,THE LIVING WORLD,24,13
2025-01-19 13:00:00,SOUTH GATE,12,3
2025-01-19 13:00:00,THE LIVING WORLD,18,9
2025-01-19 13:15:00,SOUTH GATE,4,9
2025-01-19 13:15:00,THE LIVING WORLD,30,6
2025-01-19 13:30:00,SOUTH GATE,5,6
2025-01-19 13:30:00,THE LIVING WORLD,20,16
2025-01-19 13:45:00,SOUTH GATE,10,11
2025-01-19 13:45:00,THE LIVING WORLD,31,12
2025-01-19 14:00:00,SOUTH GATE,0,14
2025-01-19 14:00:00,THE LIVING WORLD,19,32
2025-01-19 14:15:00,SOUTH GATE,10,10
2025-01-19 14:15:00,THE LIVING WORLD,11,23
2025-01-19 14:30:00,SOUTH GATE,4,13
2025-01-19 14:30:00,THE LIVING WORLD,15,17
2025-01-19 14:45:00,SOUTH GATE,3,7
2025-01-19 14:45:00,THE LIVING WORLD,25,25
2025-01-19 15:00:00,SOUTH GATE,6,6
2025-01-19 15:00:00,THE LIVING WORLD,20,15
2025-01-19 15:15:00,SOUTH GATE,2,5
2025-01-19 15:15:00,THE LIVING WORLD,15,39
2025-01-19 15:30:00,SOUTH GATE,0,8
2025-01-19 15:30:00,THE LIVING WORLD,4,31
2025-01-19 15:45:00,SOUTH GATE,5,29
2025-01-19 15:45:00,THE LIVING WORLD,6,76
2025-01-19 16:00:00,SOUTH GATE,0,11
2025-01-19 16:00:00,THE LIVING WORLD,3,41
2025-01-19 16:15:00,SOUTH GATE,0,1
2025-01-19 16:15:00,THE LIVING WORLD,0,14
2025-01-19 16:30:00,SOUTH GATE,0,1
2025-01-19 16:45:00,THE LIVING WORLD,0,1
2025-01-19 17:15:00,THE LIVING WORLD,0,1
2025-01-20 08:45:00,SOUTH GATE,1,0
2025-01-20 08:45:00,THE LIVING WORLD,15,1
2025-01-20 09:00:00,THE LIVING WORLD,23,15
2025-01-20 09:15:00,SOUTH GATE,7,0
